type,date time,latitude,longitude,accuracy(m),altitude(m),geoid_height(m),speed(m/s),bearing(deg),sat_used,sat_inview,name,desc
T,2024-03-02 06:33:34,11.11580833,123.73150333,1.60,64.300,,0.000,,48,72,,
T,2024-03-02 06:33:35,11.11580333,123.73149167,1.70,64.100,,0.000,,43,72,,
T,2024-03-02 06:33:36,11.11579667,123.73147833,1.80,63.800,,0.000,,43,72,,
T,2024-03-02 06:33:37,11.11579333,123.73146667,1.80,63.600,,0.000,,44,72,,
T,2024-03-02 06:33:38,11.11579000,123.73145833,1.80,63.500,,0.000,,46,72,,
T,2024-03-02 06:33:39,11.11578833,123.73144833,1.80,63.300,,0.000,,41,72,,
T,2024-03-02 06:33:40,11.11578500,123.73144000,1.80,63.100,,0.000,,42,72,,
T,2024-03-02 06:33:41,11.11578000,123.73143000,1.80,62.800,,0.000,,41,72,,
T,2024-03-02 06:33:42,11.11577833,123.73142000,1.80,62.400,,0.000,,44,72,,
T,2024-03-02 06:33:43,11.11577333,123.73141167,1.80,62.200,,0.000,,45,72,,
T,2024-03-02 06:33:44,11.11576833,123.73140500,1.80,61.700,,0.000,,46,72,,
T,2024-03-02 06:33:45,11.11576500,123.73139667,1.80,61.500,,0.000,,46,72,,
T,2024-03-02 06:33:46,11.11576333,123.73139000,1.80,61.400,,0.000,,45,72,,
T,2024-03-02 06:33:47,11.11576000,123.73138333,1.80,61.300,,0.000,,46,72,,
T,2024-03-02 06:33:48,11.11575833,123.73137500,1.80,61.200,,0.000,,46,72,,
T,2024-03-02 06:33:49,11.11575667,123.73136500,1.80,61.000,,0.000,,45,72,,
T,2024-03-02 06:33:50,11.11575333,123.73135500,1.80,60.700,,0.000,,45,72,,
T,2024-03-02 06:33:51,11.11575000,123.73134833,1.70,61.000,,0.000,,45,72,,
T,2024-03-02 06:33:52,11.11574000,123.73134333,1.50,61.300,,0.000,,46,72,,
T,2024-03-02 06:33:53,11.11573000,123.73133667,1.40,61.800,,0.000,,47,72,,
T,2024-03-02 06:33:54,11.11572333,123.73132833,1.50,61.900,,0.000,,47,72,,
T,2024-03-02 06:33:55,11.11571667,123.73132167,1.60,62.000,,0.000,,46,72,,
T,2024-03-02 06:33:56,11.11571000,123.73131333,1.60,62.000,,0.000,,45,72,,
T,2024-03-02 06:33:57,11.11570500,123.73130667,1.60,62.100,,0.000,,46,72,,
T,2024-03-02 06:33:58,11.11570000,123.73129833,1.50,62.100,,0.000,,46,72,,
T,2024-03-02 06:33:59,11.11569667,123.73129333,1.60,62.100,,0.000,,45,72,,
T,2024-03-02 06:34:00,11.11569333,123.73128333,1.60,61.900,,0.000,,45,72,,
T,2024-03-02 06:34:01,11.11568833,123.73127333,1.60,61.700,,0.000,,47,72,,
T,2024-03-02 06:34:02,11.11568833,123.73126333,1.50,61.500,,0.000,,47,72,,
T,2024-03-02 06:34:03,11.11568667,123.73125500,1.50,61.400,,0.000,,48,72,,
T,2024-03-02 06:34:04,11.11568500,123.73124500,1.50,61.200,,0.000,,48,72,,
T,2024-03-02 06:34:05,11.11568333,123.73123667,1.50,61.100,,0.000,,48,72,,
T,2024-03-02 06:34:06,11.11568500,123.73122833,1.40,61.300,,0.000,,48,72,,
T,2024-03-02 06:34:07,11.11568500,123.73121833,1.40,61.400,,0.000,,48,72,,
T,2024-03-02 06:34:08,11.11568500,123.73121167,1.50,61.600,,0.000,,48,72,,
T,2024-03-02 06:34:09,11.11568333,123.73120500,1.50,61.600,,0.000,,48,72,,
T,2024-03-02 06:34:10,11.11568333,123.73120000,1.60,61.500,,0.000,,45,72,,
T,2024-03-02 06:34:11,11.11568167,123.73119167,1.60,61.600,,0.000,,46,72,,
T,2024-03-02 06:34:12,11.11568167,123.73118500,1.60,61.800,,0.000,,47,72,,
T,2024-03-02 06:34:13,11.11568000,123.73117667,1.60,61.800,,0.000,,47,72,,
T,2024-03-02 06:34:14,11.11567833,123.73116833,1.60,61.900,,0.000,,46,72,,
T,2024-03-02 06:34:15,11.11568000,123.73116167,1.60,61.800,,0.000,,46,72,,
T,2024-03-02 06:34:16,11.11568000,123.73115500,1.60,61.900,,0.000,,46,72,,
T,2024-03-02 06:34:17,11.11567833,123.73114833,1.50,62.100,,0.000,,46,72,,
T,2024-03-02 06:34:18,11.11567833,123.73114333,1.50,62.100,,0.000,,46,72,,
T,2024-03-02 06:34:19,11.11567500,123.73113667,1.50,62.400,,0.000,,48,72,,
T,2024-03-02 06:34:20,11.11567167,123.73113000,1.50,62.500,,0.000,,48,72,,
T,2024-03-02 06:34:21,11.11566833,123.73112500,1.40,62.800,,0.000,,48,72,,
T,2024-03-02 06:34:22,11.11566500,123.73111833,1.40,62.900,,0.000,,47,72,,
T,2024-03-02 06:34:23,11.11566167,123.73111333,1.40,63.100,,0.000,,47,72,,
T,2024-03-02 06:34:24,11.11566000,123.73110667,1.40,63.300,,0.000,,47,72,,
T,2024-03-02 06:34:25,11.11565833,123.73110167,1.40,63.300,,0.000,,47,72,,
T,2024-03-02 06:34:26,11.11565500,123.73109667,1.50,63.200,,0.000,,47,72,,
T,2024-03-02 06:34:27,11.11565167,123.73108833,1.40,63.300,,0.000,,46,72,,
T,2024-03-02 06:34:28,11.11564833,123.73108000,1.40,63.300,,0.000,,47,72,,
T,2024-03-02 06:34:29,11.11564500,123.73107333,1.40,63.300,,0.000,,47,72,,
T,2024-03-02 06:34:30,11.11564167,123.73106667,1.50,63.200,,0.000,,48,72,,
T,2024-03-02 06:34:31,11.11564167,123.73106167,1.40,63.100,,0.000,,48,72,,
T,2024-03-02 06:34:32,11.11563833,123.73105667,1.50,62.800,,0.000,,47,72,,
T,2024-03-02 06:34:33,11.11563667,123.73105167,1.50,62.800,,0.000,,47,72,,
T,2024-03-02 06:34:34,11.11563333,123.73104500,1.50,62.700,,0.000,,47,72,,
T,2024-03-02 06:34:35,11.11563000,123.73104000,1.50,62.400,,0.000,,47,72,,
T,2024-03-02 06:34:36,11.11563000,123.73103500,1.50,62.100,,0.000,,47,72,,
T,2024-03-02 06:34:37,11.11562833,123.73103000,1.50,61.900,,0.000,,47,72,,
T,2024-03-02 06:34:38,11.11562667,123.73102500,1.40,61.800,,0.000,,47,72,,
T,2024-03-02 06:34:39,11.11562333,123.73102000,1.40,61.800,,0.000,,47,71,,
T,2024-03-02 06:34:40,11.11562167,123.73101333,1.50,61.900,,0.000,,47,71,,
T,2024-03-02 06:34:41,11.11562000,123.73100833,1.50,62.000,,0.000,,47,71,,
T,2024-03-02 06:34:42,11.11562000,123.73100500,1.50,62.000,,0.000,,46,71,,
T,2024-03-02 06:34:43,11.11561833,123.73099833,1.50,61.900,,0.000,,46,71,,
T,2024-03-02 06:34:44,11.11561667,123.73099333,1.50,62.000,,0.000,,47,71,,
T,2024-03-02 06:34:45,11.11561500,123.73098833,1.50,62.000,,0.000,,46,71,,
T,2024-03-02 06:34:46,11.11561333,123.73098167,1.50,62.000,,0.000,,46,71,,
T,2024-03-02 06:34:47,11.11561167,123.73097500,1.50,62.000,,0.000,,46,71,,
T,2024-03-02 06:34:48,11.11560833,123.73097000,1.50,62.200,,0.000,,46,71,,
T,2024-03-02 06:34:49,11.11560667,123.73096500,1.50,62.500,,0.000,,46,71,,
T,2024-03-02 06:34:50,11.11560500,123.73095833,1.50,62.700,,0.000,,46,71,,
T,2024-03-02 06:34:51,11.11560333,123.73095333,1.50,62.800,,0.000,,47,71,,
T,2024-03-02 06:34:52,11.11560333,123.73095000,1.50,63.000,,0.000,,47,71,,
T,2024-03-02 06:34:53,11.11560167,123.73094500,1.50,63.000,,0.000,,46,71,,
T,2024-03-02 06:34:54,11.11560000,123.73094000,1.50,63.300,,0.000,,46,71,,
T,2024-03-02 06:34:55,11.11559833,123.73093333,1.50,63.300,,0.000,,46,71,,
T,2024-03-02 06:34:56,11.11559667,123.73093000,1.50,63.500,,0.000,,45,71,,
T,2024-03-02 06:34:57,11.11559667,123.73092333,1.50,64.000,,0.000,,46,71,,
T,2024-03-02 06:34:58,11.11559500,123.73091500,1.50,64.400,,0.000,,48,71,,
T,2024-03-02 06:34:59,11.11559333,123.73090667,1.50,64.500,,0.000,,48,71,,
T,2024-03-02 06:35:00,11.11559000,123.73090000,1.50,64.500,,0.000,,48,71,,
T,2024-03-02 06:35:01,11.11558833,123.73089500,1.50,64.300,,0.000,,48,71,,
T,2024-03-02 06:35:02,11.11558667,123.73089167,1.50,64.000,,0.000,,48,71,,
T,2024-03-02 06:35:03,11.11558500,123.73088500,1.50,63.800,,0.000,,48,71,,
T,2024-03-02 06:35:04,11.11558333,123.73088000,1.40,63.700,,0.000,,47,71,,
T,2024-03-02 06:35:05,11.11558167,123.73087500,1.40,63.700,,0.000,,46,71,,
T,2024-03-02 06:35:06,11.11558167,123.73087167,1.50,63.700,,0.000,,47,71,,
T,2024-03-02 06:35:07,11.11558167,123.73086833,1.50,63.600,,0.000,,48,71,,
T,2024-03-02 06:35:08,11.11558167,123.73086333,1.50,63.600,,0.000,,48,71,,
T,2024-03-02 06:35:09,11.11558000,123.73085833,1.50,63.700,,0.000,,47,71,,
T,2024-03-02 06:35:10,11.11558000,123.73085333,1.50,63.900,,0.000,,47,71,,
T,2024-03-02 06:35:11,11.11557833,123.73084833,1.50,64.200,,0.000,,47,71,,
T,2024-03-02 06:35:12,11.11557667,123.73084167,1.50,64.200,,0.000,,47,71,,
T,2024-03-02 06:35:13,11.11557667,123.73083500,1.50,64.200,,0.000,,46,71,,
T,2024-03-02 06:35:14,11.11557500,123.73083000,1.50,64.100,,0.000,,48,71,,
T,2024-03-02 06:35:15,11.11557167,123.73082667,1.50,64.000,,0.000,,48,71,,
T,2024-03-02 06:35:16,11.11556667,123.73082333,1.50,64.000,,0.000,,46,71,,
T,2024-03-02 06:35:17,11.11556500,123.73081833,1.50,64.100,,0.000,,48,71,,
T,2024-03-02 06:35:18,11.11556333,123.73081333,1.50,64.200,,0.000,,48,71,,
T,2024-03-02 06:35:19,11.11555833,123.73080667,1.40,64.400,,0.000,,48,71,,
T,2024-03-02 06:35:20,11.11555667,123.73080167,1.40,64.500,,0.000,,46,71,,
T,2024-03-02 06:35:21,11.11555667,123.73079667,1.40,64.600,,0.000,,45,71,,
T,2024-03-02 06:35:22,11.11555667,123.73079333,1.40,64.600,,0.000,,48,71,,
T,2024-03-02 06:35:23,11.11555500,123.73079000,1.40,64.600,,0.000,,47,71,,
T,2024-03-02 06:35:24,11.11555500,123.73078500,1.40,64.600,,0.000,,47,71,,
T,2024-03-02 06:35:25,11.11555500,123.73078000,1.40,64.400,,0.000,,46,71,,
T,2024-03-02 06:35:26,11.11555500,123.73077667,1.40,64.300,,0.000,,48,71,,
T,2024-03-02 06:35:27,11.11555500,123.73077333,1.40,64.000,,0.000,,47,71,,
T,2024-03-02 06:35:28,11.11555333,123.73076833,1.40,63.800,,0.000,,48,71,,
T,2024-03-02 06:35:29,11.11555333,123.73076333,1.40,63.600,,0.000,,48,71,,
T,2024-03-02 06:35:30,11.11555167,123.73075667,1.40,63.500,,0.000,,48,71,,
T,2024-03-02 06:35:31,11.11555167,123.73075167,1.40,63.600,,0.000,,48,71,,
T,2024-03-02 06:35:32,11.11555000,123.73074833,1.40,63.700,,0.000,,48,71,,
T,2024-03-02 06:35:33,11.11554833,123.73074333,1.30,63.700,,0.000,,48,71,,
T,2024-03-02 06:35:34,11.11554667,123.73073833,1.30,63.700,,0.000,,48,71,,
T,2024-03-02 06:35:35,11.11554500,123.73073333,1.30,63.800,,0.000,,47,71,,
T,2024-03-02 06:35:36,11.11554167,123.73073000,1.40,63.800,,0.000,,47,71,,
T,2024-03-02 06:35:37,11.11553500,123.73072500,1.40,63.800,,0.000,,45,71,,
T,2024-03-02 06:35:38,11.11553167,123.73072000,1.50,63.600,,0.000,,44,71,,
T,2024-03-02 06:35:39,11.11552500,123.73071500,1.50,63.500,,0.000,,45,71,,
T,2024-03-02 06:35:40,11.11552167,123.73071167,1.60,63.200,,0.000,,46,71,,
T,2024-03-02 06:35:41,11.11552000,123.73070500,1.60,63.100,,0.000,,44,71,,
T,2024-03-02 06:35:42,11.11552000,123.73070000,1.60,62.900,,0.000,,45,71,,
T,2024-03-02 06:35:43,11.11552167,123.73069667,1.50,62.500,,0.000,,46,71,,
T,2024-03-02 06:35:44,11.11552333,123.73069500,1.50,62.400,,0.000,,46,71,,
T,2024-03-02 06:35:45,11.11552500,123.73069167,1.50,62.400,,0.000,,46,71,,
T,2024-03-02 06:35:46,11.11552500,123.73068667,1.40,62.400,,0.000,,47,71,,
T,2024-03-02 06:35:47,11.11552333,123.73068000,1.50,62.400,,0.000,,48,71,,
T,2024-03-02 06:35:48,11.11552167,123.73067000,1.50,62.300,,0.000,,48,71,,
T,2024-03-02 06:35:49,11.11552000,123.73066167,1.50,62.300,,0.000,,48,71,,
T,2024-03-02 06:35:50,11.11552000,123.73065167,1.50,62.200,,0.000,,48,71,,
T,2024-03-02 06:35:51,11.11551667,123.73064167,1.50,62.100,,0.000,,48,71,,
T,2024-03-02 06:35:52,11.11551667,123.73063667,1.50,62.200,,0.000,,47,71,,
T,2024-03-02 06:35:53,11.11551667,123.73062833,1.70,62.200,,0.000,,41,71,,
T,2024-03-02 06:35:54,11.11551667,123.73062333,2.00,62.300,,0.000,,35,71,,
T,2024-03-02 06:35:55,11.11549667,123.73061833,2.20,62.400,,0.000,,34,71,,
T,2024-03-02 06:35:56,11.11548000,123.73060833,2.30,62.700,,0.000,,34,71,,
T,2024-03-02 06:35:57,11.11546000,123.73059333,2.30,62.700,,0.000,,33,71,,
T,2024-03-02 06:35:58,11.11545333,123.73057667,2.30,62.800,,0.000,,31,71,,
T,2024-03-02 06:35:59,11.11545667,123.73055500,2.40,62.700,,0.000,,30,71,,
T,2024-03-02 06:36:00,11.11545833,123.73053333,2.40,62.500,,0.000,,31,71,,
T,2024-03-02 06:36:01,11.11546333,123.73051167,2.50,62.300,,0.000,,30,69,,
T,2024-03-02 06:36:02,11.11546667,123.73048500,2.60,62.200,,0.000,,30,69,,
T,2024-03-02 06:36:03,11.11546833,123.73046333,2.60,61.900,,0.000,,24,69,,
T,2024-03-02 06:36:04,11.11546833,123.73043833,2.60,61.700,,0.000,,24,69,,
T,2024-03-02 06:36:05,11.11546833,123.73041167,2.50,61.200,,0.000,,23,70,,
T,2024-03-02 06:36:06,11.11547000,123.73038833,2.30,60.900,,0.000,,27,71,,
T,2024-03-02 06:36:07,11.11547000,123.73036333,2.20,61.800,,0.000,,28,71,,
T,2024-03-02 06:36:08,11.11546500,123.73033500,2.30,62.000,,0.000,,29,71,,
T,2024-03-02 06:36:09,11.11546167,123.73030667,2.40,62.100,,0.000,,29,71,,
T,2024-03-02 06:36:10,11.11546000,123.73027667,2.40,62.500,,0.000,,32,71,,
T,2024-03-02 06:36:11,11.11545667,123.73024833,2.50,63.200,,0.000,,32,71,,
T,2024-03-02 06:36:12,11.11545333,123.73021833,2.50,63.300,,0.000,,32,71,,
T,2024-03-02 06:36:13,11.11544500,123.73019000,2.50,63.800,,0.000,,32,71,,
T,2024-03-02 06:36:14,11.11544000,123.73015833,2.50,63.600,,0.000,,31,71,,
T,2024-03-02 06:36:15,11.11543500,123.73012500,2.50,63.600,,0.000,,32,71,,
T,2024-03-02 06:36:16,11.11543000,123.73009000,2.60,63.500,,0.000,,32,71,,
T,2024-03-02 06:36:17,11.11542500,123.73005333,2.60,63.600,,0.000,,34,71,,
T,2024-03-02 06:36:18,11.11542333,123.73001333,2.50,63.600,,3.606,267,37,71,,
T,2024-03-02 06:36:19,11.11542000,123.72997500,2.60,63.600,,3.691,262,37,71,,
T,2024-03-02 06:36:20,11.11541500,123.72993833,2.70,63.600,,3.761,259,37,71,,
T,2024-03-02 06:36:21,11.11540833,123.72990333,2.70,63.600,,0.000,,37,71,,
T,2024-03-02 06:36:22,11.11540333,123.72986833,2.70,63.500,,3.944,261,39,71,,
T,2024-03-02 06:36:23,11.11540000,123.72982833,2.70,63.300,,4.067,265,39,71,,
T,2024-03-02 06:36:24,11.11539667,123.72978667,2.70,62.700,,4.129,263,38,71,,
T,2024-03-02 06:36:25,11.11539167,123.72974333,2.70,62.400,,4.229,265,38,71,,
T,2024-03-02 06:36:26,11.11538833,123.72970333,2.70,62.500,,4.307,265,39,71,,
T,2024-03-02 06:36:27,11.11538333,123.72966000,2.70,62.700,,4.359,265,39,71,,
T,2024-03-02 06:36:28,11.11538167,123.72961000,2.60,62.300,,4.414,266,41,71,,
T,2024-03-02 06:36:29,11.11538000,123.72956167,2.50,62.000,,4.457,266,41,71,,
T,2024-03-02 06:36:30,11.11537833,123.72951667,2.50,62.000,,4.499,264,44,71,,
T,2024-03-02 06:36:31,11.11537333,123.72947500,2.40,61.800,,4.542,264,45,71,,
T,2024-03-02 06:36:32,11.11536833,123.72942833,2.40,61.900,,4.657,262,46,71,,
T,2024-03-02 06:36:33,11.11536500,123.72938000,2.30,62.000,,4.692,264,47,71,,
T,2024-03-02 06:36:34,11.11536167,123.72933500,2.40,62.000,,4.762,266,47,71,,
T,2024-03-02 06:36:35,11.11536500,123.72929333,2.30,62.600,,4.708,270,47,71,,
T,2024-03-02 06:36:36,11.11536000,123.72925167,2.20,63.000,,4.659,264,48,71,,
T,2024-03-02 06:36:37,11.11536167,123.72920833,2.20,63.200,,4.674,270,48,71,,
T,2024-03-02 06:36:38,11.11536167,123.72916167,2.20,63.400,,4.697,271,48,71,,
T,2024-03-02 06:36:39,11.11536333,123.72911333,2.20,63.500,,4.743,267,48,71,,
T,2024-03-02 06:36:40,11.11536000,123.72906667,2.20,63.400,,4.780,268,47,71,,
T,2024-03-02 06:36:41,11.11535833,123.72902000,2.20,63.200,,4.856,265,47,71,,
T,2024-03-02 06:36:42,11.11535667,123.72897167,2.20,62.900,,4.828,267,46,71,,
T,2024-03-02 06:36:43,11.11535333,123.72892333,2.20,62.700,,4.854,268,47,71,,
T,2024-03-02 06:36:44,11.11535000,123.72887833,2.30,62.500,,4.870,268,46,71,,
T,2024-03-02 06:36:45,11.11534667,123.72883167,2.40,62.400,,4.966,267,46,71,,
T,2024-03-02 06:36:46,11.11534500,123.72878833,2.30,62.500,,5.028,266,46,71,,
T,2024-03-02 06:36:47,11.11534333,123.72874333,2.20,62.500,,5.051,267,47,71,,
T,2024-03-02 06:36:48,11.11534000,123.72869833,2.20,62.500,,5.067,267,48,71,,
T,2024-03-02 06:36:49,11.11533833,123.72865167,2.20,62.600,,5.069,267,48,71,,
T,2024-03-02 06:36:50,11.11533667,123.72860667,2.30,63.100,,5.093,269,47,71,,
T,2024-03-02 06:36:51,11.11533333,123.72856167,2.40,63.200,,5.102,265,46,71,,
T,2024-03-02 06:36:52,11.11532833,123.72851500,2.40,63.200,,5.131,262,45,71,,
T,2024-03-02 06:36:53,11.11532500,123.72846667,2.40,63.300,,5.109,268,46,71,,
T,2024-03-02 06:36:54,11.11532500,123.72842500,2.40,63.300,,5.073,271,45,71,,
T,2024-03-02 06:36:55,11.11532833,123.72837833,2.40,63.100,,5.058,274,45,71,,
T,2024-03-02 06:36:56,11.11533167,123.72833333,2.40,63.300,,5.096,271,44,71,,
T,2024-03-02 06:36:57,11.11533167,123.72828667,2.40,63.500,,5.111,268,46,71,,
T,2024-03-02 06:36:58,11.11533000,123.72823667,2.40,63.500,,5.136,265,46,71,,
T,2024-03-02 06:36:59,11.11532833,123.72818500,2.40,63.300,,5.149,264,46,71,,
T,2024-03-02 06:37:00,11.11532667,123.72813500,2.40,63.800,,5.176,269,45,71,,
T,2024-03-02 06:37:01,11.11533333,123.72808500,1.90,64.600,,5.192,270,43,71,,
T,2024-03-02 06:37:02,11.11533167,123.72803667,1.80,65.000,,5.211,269,43,71,,
T,2024-03-02 06:37:03,11.11533333,123.72799000,1.80,65.300,,5.282,271,45,71,,
T,2024-03-02 06:37:04,11.11533000,123.72793500,1.70,65.500,,5.369,273,45,71,,
T,2024-03-02 06:37:05,11.11533333,123.72788000,1.90,65.000,,5.494,273,45,71,,
T,2024-03-02 06:37:06,11.11533833,123.72783167,1.80,64.800,,5.562,271,45,71,,
T,2024-03-02 06:37:07,11.11534167,123.72778167,1.80,64.500,,5.612,268,45,71,,
T,2024-03-02 06:37:08,11.11533833,123.72773000,1.80,64.100,,5.645,265,46,71,,
T,2024-03-02 06:37:09,11.11533333,123.72767833,2.10,63.900,,5.687,263,46,71,,
T,2024-03-02 06:37:10,11.11532833,123.72762667,2.20,63.700,,5.718,267,47,71,,
T,2024-03-02 06:37:11,11.11532667,123.72757333,2.30,63.500,,5.734,268,47,71,,
T,2024-03-02 06:37:12,11.11532500,123.72752167,2.30,63.200,,5.743,268,46,71,,
T,2024-03-02 06:37:13,11.11532333,123.72746833,2.30,63.000,,5.744,268,46,71,,
T,2024-03-02 06:37:14,11.11532167,123.72741667,2.30,62.900,,5.749,269,45,71,,
T,2024-03-02 06:37:15,11.11531833,123.72736667,2.30,62.700,,5.705,268,44,71,,
T,2024-03-02 06:37:16,11.11531667,123.72731500,2.30,62.600,,5.690,270,45,71,,
T,2024-03-02 06:37:17,11.11531667,123.72726167,2.30,62.800,,5.682,270,45,71,,
T,2024-03-02 06:37:18,11.11531667,123.72721000,2.30,63.100,,5.684,270,45,71,,
T,2024-03-02 06:37:19,11.11531667,123.72715667,2.40,63.100,,5.702,271,46,71,,
T,2024-03-02 06:37:20,11.11531833,123.72710333,2.40,63.000,,5.708,269,46,71,,
T,2024-03-02 06:37:21,11.11531833,123.72705000,2.40,62.900,,5.722,270,46,71,,
T,2024-03-02 06:37:22,11.11531833,123.72699667,2.40,62.800,,5.732,269,46,71,,
T,2024-03-02 06:37:23,11.11532000,123.72694500,2.30,62.400,,5.740,271,46,71,,
T,2024-03-02 06:37:24,11.11532167,123.72689333,2.40,62.500,,5.743,272,46,71,,
T,2024-03-02 06:37:25,11.11532333,123.72684000,2.40,62.500,,5.759,271,46,71,,
T,2024-03-02 06:37:26,11.11532667,123.72678500,2.40,62.500,,5.776,271,46,71,,
T,2024-03-02 06:37:27,11.11532667,123.72673167,2.40,62.400,,5.784,270,46,71,,
T,2024-03-02 06:37:28,11.11532500,123.72668000,2.30,62.200,,5.785,270,46,71,,
T,2024-03-02 06:37:29,11.11532500,123.72662667,2.30,62.100,,5.779,269,46,71,,
T,2024-03-02 06:37:30,11.11532500,123.72657500,2.30,62.000,,5.781,269,46,71,,
T,2024-03-02 06:37:31,11.11532500,123.72652167,2.30,62.100,,5.798,270,46,71,,
T,2024-03-02 06:37:32,11.11532500,123.72646833,2.30,62.200,,5.807,269,46,71,,
T,2024-03-02 06:37:33,11.11532500,123.72641333,2.30,61.900,,5.811,269,46,71,,
T,2024-03-02 06:37:34,11.11532500,123.72635833,2.30,61.900,,5.812,268,47,71,,
T,2024-03-02 06:37:35,11.11532500,123.72630500,2.30,61.800,,5.809,270,47,71,,
T,2024-03-02 06:37:36,11.11532167,123.72625333,2.30,61.700,,5.799,269,47,71,,
T,2024-03-02 06:37:37,11.11532167,123.72620167,2.30,61.700,,5.788,270,47,71,,
T,2024-03-02 06:37:38,11.11532000,123.72615000,2.30,61.700,,5.780,270,47,71,,
T,2024-03-02 06:37:39,11.11531833,123.72609833,2.40,61.900,,5.774,269,47,71,,
T,2024-03-02 06:37:40,11.11531833,123.72604667,2.40,62.100,,5.749,268,46,71,,
T,2024-03-02 06:37:41,11.11531667,123.72599167,2.40,62.200,,5.738,267,44,71,,
T,2024-03-02 06:37:42,11.11531667,123.72593833,2.40,62.900,,5.715,268,46,71,,
T,2024-03-02 06:37:43,11.11531500,123.72588667,2.30,63.100,,5.698,267,46,71,,
T,2024-03-02 06:37:44,11.11531333,123.72583500,2.30,63.100,,5.676,268,47,71,,
T,2024-03-02 06:37:45,11.11530667,123.72578833,2.30,62.900,,5.645,269,47,71,,
T,2024-03-02 06:37:46,11.11530667,123.72573833,2.30,62.600,,5.633,267,47,71,,
T,2024-03-02 06:37:47,11.11530500,123.72568667,2.30,62.500,,5.632,267,47,71,,
T,2024-03-02 06:37:48,11.11530500,123.72563667,2.40,62.200,,5.640,269,47,71,,
T,2024-03-02 06:37:49,11.11530667,123.72558167,2.30,62.400,,5.660,272,47,71,,
T,2024-03-02 06:37:50,11.11530833,123.72552667,2.20,62.400,,5.675,271,47,71,,
T,2024-03-02 06:37:51,11.11530667,123.72547667,2.10,62.700,,5.674,273,47,71,,
T,2024-03-02 06:37:52,11.11530667,123.72542333,2.20,63.200,,5.683,272,47,71,,
T,2024-03-02 06:37:53,11.11530167,123.72537333,2.20,63.700,,5.679,267,47,71,,
T,2024-03-02 06:37:54,11.11529833,123.72532333,2.20,64.100,,5.672,267,46,71,,
T,2024-03-02 06:37:55,11.11529500,123.72527167,2.20,64.300,,5.699,268,46,71,,
T,2024-03-02 06:37:56,11.11529333,123.72522167,2.30,64.600,,5.702,269,46,71,,
T,2024-03-02 06:37:57,11.11529167,123.72517167,2.30,64.800,,5.699,268,46,71,,
T,2024-03-02 06:37:58,11.11528833,123.72511833,2.30,65.000,,5.678,267,45,71,,
T,2024-03-02 06:37:59,11.11528667,123.72506500,2.30,65.200,,5.662,267,45,71,,
T,2024-03-02 06:38:00,11.11528167,123.72501333,2.30,64.800,,5.657,268,46,71,,
T,2024-03-02 06:38:01,11.11528000,123.72496333,2.20,64.500,,5.636,268,46,71,,
T,2024-03-02 06:38:02,11.11527833,123.72491333,2.20,64.500,,5.621,268,47,71,,
T,2024-03-02 06:38:03,11.11527667,123.72486333,2.10,64.600,,5.623,267,47,71,,
T,2024-03-02 06:38:04,11.11527667,123.72481000,2.10,64.700,,5.641,268,47,71,,
T,2024-03-02 06:38:05,11.11527500,123.72476000,2.10,64.700,,5.619,269,47,71,,
T,2024-03-02 06:38:06,11.11527333,123.72471000,2.10,64.700,,5.605,268,47,71,,
T,2024-03-02 06:38:07,11.11527167,123.72465833,2.10,64.700,,5.606,267,47,71,,
T,2024-03-02 06:38:08,11.11527000,123.72460667,2.10,64.700,,5.602,268,47,71,,
T,2024-03-02 06:38:09,11.11526833,123.72455667,2.10,64.600,,5.588,267,47,71,,
T,2024-03-02 06:38:10,11.11526500,123.72450500,2.10,64.500,,5.575,268,47,71,,
T,2024-03-02 06:38:11,11.11526500,123.72445500,2.10,64.300,,5.564,268,47,71,,
T,2024-03-02 06:38:12,11.11526333,123.72440667,2.10,64.100,,5.557,268,47,71,,
T,2024-03-02 06:38:13,11.11526333,123.72435500,2.10,64.100,,5.546,268,47,71,,
T,2024-03-02 06:38:14,11.11526167,123.72430500,2.10,64.100,,5.525,268,47,71,,
T,2024-03-02 06:38:15,11.11526000,123.72425333,2.10,64.200,,5.528,268,47,71,,
T,2024-03-02 06:38:16,11.11525833,123.72420333,2.10,64.300,,5.540,268,47,71,,
T,2024-03-02 06:38:17,11.11525667,123.72415167,2.20,64.300,,5.527,269,47,71,,
T,2024-03-02 06:38:18,11.11525667,123.72410167,2.10,64.300,,5.531,270,46,71,,
T,2024-03-02 06:38:19,11.11525667,123.72405167,2.10,64.400,,5.527,270,47,71,,
T,2024-03-02 06:38:20,11.11525667,123.72400000,2.10,64.400,,5.534,270,47,71,,
T,2024-03-02 06:38:21,11.11525667,123.72394833,2.10,64.300,,5.549,269,46,71,,
T,2024-03-02 06:38:22,11.11525500,123.72389667,2.10,64.300,,5.562,270,47,71,,
